"year","combinedStatus","fullName","sortName","primaryNationality","secondaryNationality","tertiaryNationality","gender","photoUrl","photoCredit","type","lastStatus","typeOfDeath","status","employedAs","organizations","jobs","coverage","mediums","country","location","region","state","locality","province","localOrForeign","sourcesOfFire","motiveConfirmed","accountabilityCrossfire","accountabilityAssignment","impunityMurder","tortured","captive","threatened","charges","motive","lengthOfSentence","healthProblems","impCountry","entry","sentenceDate","sentence","locationImprisoned"
"2004","Confirmed","Sajid Tanoli",,"Pakistan",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Shumal","Print Reporter","Corruption","Print","Pakistan","Mansehra",,,"Mansehra",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2013","Confirmed","Salah al-Din Hassan",,"Egypt",,,"Male","https://cpj-photos.s3.amazonaws.com/Hany%20Salah%20el-Din-Family-2017-12-18-1513626838686.JPG","Family photo","Journalist",,"Dangerous Assignment","Killed","Staff","Shaab Masr","Internet Reporter","Human Rights,Politics","Internet","Egypt","Port Said",,,"Port Said",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2011","Confirmed","Saleem Shahzad",,"Pakistan",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Shahzad.rtr.jpg","Reuters","Journalist",,"Murder","Killed","Staff","Asia Times Online","Columnist/Commentator,Internet Reporter","Business,Corruption,Politics,War","Internet","Pakistan","Mandi Bahauddin",,,"Mandi Bahauddin",,"Local","Military Officials","Confirmed",,,"Complete Impunity","Yes","Yes","Yes",,,,,,,,,
"2018","Confirmed","Saleem Talash",,"Afghanistan",,,"Male",,,"Journalist","Killed","Murder","Killed","Staff","Mashal TV","Broadcast Reporter","Politics,War","Television","Afghanistan","Kabul",,,"Kabul",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2013","Confirmed","Saleh Ayyad Hafyana",,"Libya",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Staff","Fassato News Agency","Photographer","Culture,Politics","Internet","Libya","Tripoli",,,"Tripoli",,"Local","Paramilitary Group","Confirmed",,,,,,,,,,,,,,,
"2005","Confirmed","Saleh Ibrahim",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/saleh_ibrahim_iraq_2005.jpg","","Journalist",,"Crossfire","Killed","Staff","Associated Press Television News","Camera Operator","War","Television","Iraq","Mosul",,,"Mosul",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2014","Confirmed","Salem Khalil",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Orient News","Broadcast Reporter","Human Rights,Politics,War","Television,Internet","Syria","Sheikh Miskeen, Daraa province",,,"Sheikh Miskeen, Daraa province","Sheikh Miskeen, Daraa province","Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2007","Confirmed","Salih Saif Aldin",,,,,"Male",,,"Journalist",,"Murder","Killed","Staff","The Washington Post","Print Reporter","Politics,War","Print","Iraq","Baghdad",,,"Baghdad",,"Foreign","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1992","Confirmed","Salko Hondo",,"Bosnia",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Oslobodjenje","Photographer","War","Print","Bosnia","Sarajevo",,,"Sarajevo",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2017","Confirmed","Salvador Adame Pardo",,"Mexico",,,"Male",,,"Journalist","Killed","Murder","Killed","Staff","6TV","Broadcast Reporter,Publisher/Owner","Corruption,Politics","Television","Mexico","Between May 18 and June 26, 2017",,"Michoacán","Between May 18 and June 26, 2017",,"Local","Criminal Group,Government Officials","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2001","Confirmed","Salvador Medina Velázquez",,"Paraguay",,,"Male",,,"Journalist",,"Murder","Killed","Staff","FM Ñemity","Producer","Corruption,Crime","Radio","Paraguay","Capiibary",,,"Capiibary",,"Local","Criminal Group","Confirmed",,,"Partial Impunity","No","No","No",,,,,,,,,
"1999","Confirmed","Sam Nimfa-Jan",,"Nigeria",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Staff","Details","Print Reporter","Human Rights","Print","Nigeria","Kafanchan",,,"Kafanchan",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2005","Confirmed","Saman Abdullah Izzedine",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/saman_abdullah_izzedine_iraq_2005.jpg","","Journalist",,"Murder","Killed","Staff","Kirkuk TV","Broadcast Reporter","War","Television","Iraq","Kirkuk",,,"Kirkuk",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2014","Confirmed","Sameh al-Aryan",,"Israel and the Occupied Palestinian Territory",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/sameh.facebook.jpg","Facebook","Journalist",,"Crossfire","Killed","Staff","Al-Aqsa TV","Camera Operator,Photographer","Human Rights,Politics,War","Television","Israel and the Occupied Palestinian Territory","Shijaiyah, Gaza",,,"Shijaiyah, Gaza",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2016","Confirmed","Samer Mohammed Aboud",,"Syria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Free Deir al-Zour Radio, Development Interaction Network","Broadcast Reporter,Internet Reporter","War","Radio,Internet","Syria","Deir al-Zour",,,"Deir al-Zour",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","Yes",,,,,,,,,
"2012","Confirmed","Sami Abu Amin",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Al-Ikhbariya","Broadcast Reporter","Politics","Television","Syria","Doursha",,,"Doursha",,"Local",,"Confirmed",,,,,,,,,,,,,,,
"2016","Confirmed","Sami Jawdat Rabah",,"Syria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Syrian Observatory for Human Rights","Photographer,Internet Reporter","War","Internet","Syria","Deir al-Zour",,,"Deir al-Zour",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","Yes",,,,,,,,,
"2018","Confirmed","Samim Faramarz",,"Afghanistan",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/SamimCap.jpg_ac00c264-82c7-449a-a457-524d3c9460a5.jpeg","TOLO News","Journalist","Killed","Dangerous Assignment","Killed","Staff","TOLO News","Broadcast Reporter","Corruption,Politics,War","Television","Afghanistan","Kabul",,,"Kabul",,"Local","Political Group","Confirmed",,"No",,,,,,,,,,,,,
"2005","Confirmed","Samir Qassir",,"Lebanon",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Qassir.Lebanon.jpg","AP","Journalist",,"Murder","Killed","Staff","Al-Nahar","Columnist/Commentator","Politics","Print","Lebanon","Beirut",,,"Beirut",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1999","Confirmed","Samson Boyi",,"Nigeria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","The Scope","Photographer","Politics","Print","Nigeria","Adamawa State",,"Adamawa State","Adamawa State",,"Local",,"Confirmed",,,,,,,,,,,,,,,
"2004","Confirmed","Samuel Romã",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Conquista FM","Columnist/Commentator,Publisher/Owner","Corruption,Crime,Politics","Radio","Brazil","Coronel Sapucaia",,,"Coronel Sapucaia",,"Local","Government Officials","Confirmed",,,"Full Justice","No","No","No",,,,,,,,,
"2018","Confirmed","Sandeep Sharma",,"India",,,"Male",,,"Journalist","Killed","Murder","Killed","Staff","News World","Broadcast Reporter","Corruption","Television","India","Ghazipur district",,"Ghazipur district",,"Uttar Pradesh","Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1999","Confirmed","Sander Thoenes",,"Netherlands",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/sander_thoenes_east-timor_1999.jpg",,"Journalist",,"Murder","Killed","Freelance","Freelancer","Print Reporter","War","Print","East Timor","Dili",,,"Dili",,"Foreign","Military Officials","Confirmed",,,"Complete Impunity","Yes","No","No",,,,,,,,,
"2014","Confirmed","Santiago Ilídio Andrade",,"Brazil",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Staff","Bandeirantes","Camera Operator","Politics","Television","Brazil","Rio de Janeiro",,,"Rio de Janeiro",,"Local","Local Residents","Confirmed",,,,,,,,,,,,,,,
"2009","Confirmed","Santos Gatchalian",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","DXGO","Broadcast Reporter","Politics","Radio","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2000","Confirmed","Saoman Conteh",,"Sierra Leone",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Staff","New Tablet","Print Reporter","Human Rights","Print","Sierra Leone","Freetown",,,"Freetown",,"Local","Paramilitary Group","Confirmed",,,,,,,,,,,,,,,
"2012","Confirmed","Saqib Khan",,"Pakistan",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Staff","Ummat","Photographer","Business,Corruption","Print,Internet","Pakistan","Karachi",,,"Karachi",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2010","Confirmed","Sardasht Osman",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Osman.Iraq1.jpg","AFP","Journalist",,"Murder","Killed","Freelance","freelance","Internet Reporter,Print Reporter","Corruption","Print,Internet","Iraq","Mosul",,,"Mosul",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","Yes","Yes",,,,,,,,,
"2007","Confirmed","Sarmad Hamdi Shaker",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Baghdad TV","Broadcast Reporter","War","Television","Iraq","Baghdad",,,"Baghdad",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2008","Confirmed","Sarwa Abdul-Wahab",,"Iraq",,,"Female",,,"Journalist",,"Murder","Killed","Freelance","freelance","Internet Reporter","Politics,War","Internet","Iraq","Mosul",,,"Mosul",,"Local",,"Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2003","Confirmed","Satoru Someya",,"Japan",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","freelance","Print Reporter","Crime","Print","Japan","Tokyo",,,"Tokyo",,"Local","Local Residents","Confirmed",,,"Full Justice","No","Yes","No",,,,,,,,,
"2012","Confirmed","Sattar Beheshti",,"Iran",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/sattar.killed.jpg","ICHR","Journalist",,"Dangerous Assignment","Killed","Freelance","Freelance","Internet Reporter","Corruption,Human Rights,Politics","Internet","Iran","Tehran",,,"Tehran",,"Local","Government Officials","Confirmed",,,,,,,,,,,,,,,
"2017","Confirmed","Sayed Mehdi Husaini",,"Afghanistan",,,"Male",,,"Journalist","Killed","Dangerous Assignment","Killed","Staff","Jomhor News Agency","Internet Reporter","Culture","Internet","Afghanistan","Kabul",,,"Kabul",,"Local","Political Group","Confirmed",,"No",,,,,,,,,,,,,
"2017","Confirmed","Sayeed Khuda Dad Ahamdi",,"Afghanistan",,,"Male",,,"Journalist","Killed","Dangerous Assignment","Killed","Staff","Afghan Voice Agency","Print Reporter,Internet Reporter","Culture","Internet,Television","Afghanistan","Kabul",,,"Kabul",,"Local","Political Group","Confirmed",,"No",,,,,,,,,,,,,
"1995","Confirmed","Sayfettin Tepe",,"Turkey",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Yeni Politika","Print Reporter","Culture,Politics","Print","Turkey","Batman",,,"Batman",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"1998","Confirmed","Sayomchai Vijitwittayapong",,"Thailand",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Matichon","Print Reporter","Corruption","Print","Thailand","Phichit",,,"Phichit",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2007","Confirmed","Selvarajah Rajeewarnam",,"Sri Lanka",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Uthayan","Print Reporter","Politics,War","Print","Sri Lanka","Jaffna",,,"Jaffna",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2004","Confirmed","Semko Karim Mohyideen",,"Iraq",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","freelance","Camera Operator","Culture","Television","Iraq","Arbil",,,"Arbil",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2007","Confirmed","Serge Maheshe",,"Democratic Republic of the Congo",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Maheshe.2007.DRC1.jpg","","Journalist",,"Murder","Killed","Staff","Radio Okapi","Broadcast Reporter,Editor","War","Radio","Democratic Republic of the Congo","Bukavu",,,"Bukavu",,"Local",,"Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1993","Confirmed","Sergei Krasilnikov",,"Russia",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Staff","Ostankino Television Company","Technician","Politics","Television","Russia","Moscow",,,"Moscow",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2015","Confirmed","Serhiy Nikolayev",,"Ukraine",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Segodnya","Photographer","Human Rights,War","Print","Ukraine","Peski",,,"Peski",,"Local",,"Confirmed",,,,,,,,,,,,,,,
"2011","Confirmed","Shafiullah Khan",,"Pakistan",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Staff","The News","Print Reporter","Crime,Politics","Print","Pakistan","Wah Cantonment",,,"Wah Cantonment",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2018","Confirmed","Shah Marai",,"Afghanistan",,,"Male","https://cpj-photos.s3.amazonaws.com/Marai-KilledCap-2018-05-02-1525271756917.jpg","AFP","Journalist","Killed","Murder","Killed","Staff","Agence France-Presse","Photographer","War","Print,Internet","Afghanistan","Kabul",,,"Kabul",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2002","Confirmed","Shahid Soomro",,"Pakistan",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Kawish","Print Reporter","Human Rights","Print","Pakistan","Kandhkot",,,"Kandhkot",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2013","Confirmed","Shahir al-Muaddamani",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Local Council of Deraya City Media Office","Photographer,Internet Reporter","War","Internet","Syria","Daraya",,,"Daraya",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"1999","Confirmed","Shamil Gigayev",,"Russia",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Nokh Cho TV","Camera Operator","War","Television","Russia","Shaami Yurt",,,"Shaami Yurt",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"1995","Confirmed","Shamkhan Kagirov",,"Russia",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Rossiskaya Gazeta and Vozrozheniye","Print Reporter","War","Print","Russia","near Grozny",,,"near Grozny",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2000","Confirmed","Shamsur Rahman",,"Bangladesh",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","Janakantha","Broadcast Reporter,Print Reporter","Crime","Print,Radio","Bangladesh","Jessore",,,"Jessore",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2014","Confirmed","Shan Dahar",,"Pakistan",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Abb Takk Television","Broadcast Reporter","Corruption,Crime,Politics","Television","Pakistan","Larkana",,,"Larkana",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2017","Confirmed","Shantanu Bhowmik",,"India",,,"Male",,,"Journalist","Killed","Dangerous Assignment","Killed","Staff","Dinraat","Broadcast Reporter","Politics","Television","India","West Tripura district",,"Tripura","West Tripura district",,"Local","Mob Violence","Confirmed",,"No",,,,,,,,,,,,,
"1999","Confirmed","Shao Yunhuan",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/shao_yunhuan_yugoslavia_1999.jpg","","Journalist",,"Crossfire","Killed","Staff","Xinhua News Agency","Print Reporter","War","Print","Yugoslavia","Belgrade",,,"Belgrade",,"Foreign","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2007","Confirmed","Shehab Mohammad al-Hiti",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Baghdad al-Youm","Editor","Politics","Print","Iraq","Baghdad",,,"Baghdad",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2016","Confirmed","Shehzad Ahmed",,"Pakistan",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Staff","Aaj News","Camera Operator","Business,Corruption,Crime,Culture,Human Rights,Politics,Sports","Television","Pakistan","Quetta",,,"Quetta",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2005","Confirmed","Sheikh Belaluddin",,"Bangladesh",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Sangram","Print Reporter",,"Print","Bangladesh","Khulna",,,"Khulna",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2010","Confirmed","Sheikh Nur Mohamed Abkey",,"Somalia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Somalia.Abkey2.jpg","NUSOJ","Journalist",,"Murder","Killed","Staff","Radio Mogadishu","Producer","Culture,War","Radio","Somalia","Mogadishu",,,"Mogadishu",,"Local","Political Group","Confirmed",,,"Partial Impunity","Yes","Yes","Yes",,,,,,,,,
"2017","Confirmed","Shifa Zikri Ibrahim (Shifa Gardi)",,"Iraq",,,"Female","https://devnlbscpjdm.s3.amazonaws.com/https-/%2Fcpj.org/killed/02262017ShifaGardiAFPGettySafinHamid.jpg","(AFP/Getty/Safin Hamid)","Journalist","Killed","Crossfire","Killed","Staff","Rudaw TV","Broadcast Reporter","War","Television","Iraq","Mosul",,,"Mosul",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2008","Confirmed","Shihab al-Tamimi",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Iraqi Journalists Syndicate","Editor","Politics,War","Print,Radio,Television","Iraq","Baghdad",,,"Baghdad",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2004","Confirmed","Shinsuke Hashida",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/shinsuke_hashida_iraq_2004.jpg","","Journalist",,"Crossfire","Killed","Freelance","freelance","Print Reporter","War","Print","Iraq","near Mahmoudiya",,,"near Mahmoudiya",,"Foreign","Political Group","Confirmed",,,,,,,,,,,,,,,
"1992","Confirmed","Shirindzhon Amirdzhonov",,"Tajikistan",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/amirdzhonov-tajikistan.92.CJES.jpg",,"Journalist",,"Dangerous Assignment","Killed","Staff","Tajikistan Radio","Broadcast Reporter",,"Radio","Tajikistan","Dushanbe",,,"Dushanbe",,"Local",,"Confirmed",,"No",,,,,,,,,,,,,
"2009","Confirmed","Shoba",,"Sri Lanka",,,"Female",,,"Journalist",,"Crossfire","Killed","Staff","O'liveechchu","Broadcast Reporter","War","Television,Internet","Sri Lanka","Mullivaikkal",,,"Mullivaikkal",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2018","Confirmed","Shujaat Bukhari",,"India",,,"Male","https://cpj-photos.s3.amazonaws.com/Bukhari%202%20AP-2018-06-22-1529700255957.jpg","AP/Bikas Das","Journalist","Killed","Murder","Killed","Staff","Rising Kashmir","Editor,Print Reporter","Human Rights,Politics","Print","India","Srinagar city",,"Jammu and Kashmir","Srinagar city",,"Local",,"Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2002","Confirmed","Shukur Hossain",,"Bangladesh",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Anirban","Print Reporter","Corruption,Crime","Print","Bangladesh","Ula",,,"Ula",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"1998","Confirmed","Simao Roberto",,"Angola",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Journal de Angola","Print Reporter","Corruption,Politics","Print","Angola","Luanda",,,"Luanda",,"Local",,"Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2004","Confirmed","Simon Cumbers",,,,,"Male",,,"Journalist",,"Murder","Killed","Freelance","BBC","Camera Operator","Politics","Television","Saudi Arabia","Al-Suwaidi",,,"Al-Suwaidi",,"Foreign","Political Group","Confirmed",,,"Partial Impunity","No","No","No",,,,,,,,,
"2014","Confirmed","Simone Camilli",,,,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","The Associated Press","Camera Operator,Photographer","Politics,War","Television,Internet","Israel and the Occupied Palestinian Territory","Beit Lahiya, Gaza",,,"Beit Lahiya, Gaza",,"Foreign","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2008","Confirmed","Siraj Uddin",,"Pakistan",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Staff","The Nation","Print Reporter",,"Print","Pakistan","Mingora",,,"Mingora",,"Local",,"Confirmed",,,,,,,,,,,,,,,
"1999","Confirmed","Slavko Curuvija",,"Yugoslavia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/slavko_curuvija_yugoslavia_1999.jpg",,"Journalist",,"Murder","Killed","Staff","Dnevni Telegraf, Evropljanin","Publisher/Owner","Corruption,Human Rights,Politics","Print","Yugoslavia","Belgrade",,,"Belgrade",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1994","Confirmed","Smail Sbaghdi",,"Algeria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Algerian Press Service","Print Reporter","Politics,War","Print","Algeria","Algiers",,,"Algiers",,"Local",,"Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1993","Confirmed","Smail Yefsah",,"Algeria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Algerian State Television","Producer","Human Rights","Television","Algeria","Algiers",,,"Algiers",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2006","Confirmed","So'oud Muzahim al-Shoumari",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Al-Baghdadia","Broadcast Reporter","Corruption,Human Rights,War","Television","Iraq","Baghdad",,,"Baghdad",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2016","Confirmed","Soe Moe Tun ",,"Myanmar",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Daily Eleven","Print Reporter","Corruption,Crime","Print","Myanmar","Monywa",,,"Monywa",,"Local",,"Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2018","Confirmed","Sohail Khan",,"Pakistan",,,"Male",,,"Journalist","Killed","Murder","Killed","Staff","K2 Times","Print Reporter","Corruption,Crime","Print","Pakistan","Haripur",,,"Haripur","Khyber Pakhtunkhwa","Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2010","Confirmed","Sokratis Giolias",,"Greece",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Sokratis%252520Giolias.%252520AP%252520photo%25252C%252520January%2525202008.JPG","AP","Journalist",,"Murder","Killed","Staff","Thema 98.9, Troktiko","Broadcast Reporter,Internet Reporter","Corruption","Radio,Internet","Greece","Athens",,,"Athens",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2015","Confirmed","Soleil Balanga",,"Democratic Republic of the Congo",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Monkoto Soso Aleli","Broadcast Reporter","Culture,Politics","Radio","Democratic Republic of the Congo","Monkoto, Equateur Province",,,"Monkoto, Equateur Province","Monkoto, Equateur Province","Local","Local Residents","Confirmed",,,"Full Justice","No","No","No",,,,,,,,,
"2002","Confirmed","Sonny Alcantara",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","""Quo Vadis San Pablo"" and Kokus","Broadcast Reporter,Editor","Corruption","Print,Television","Philippines","San Pablo",,,"San Pablo",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2008","Confirmed","Soran Mama Hama",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/soran_mama_hama_iraq_2008.jpg","","Journalist",,"Murder","Killed","Staff","Livin","Print Reporter","Corruption,Crime,Human Rights","Print","Iraq","Kirkuk",,,"Kirkuk",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2008","Confirmed","Stan Storimans",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Stan.Storimans.2.Georgia.2008.1.jpg","AFP","Journalist",,"Crossfire","Killed","Staff","RTL Nieuws","Camera Operator","War","Television","Georgia","Gori",,,"Gori",,"Foreign","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2010","Confirmed","Stanislas Ocloo",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Ocloo.01.13.10.jpg","Ocloo family","Journalist",,"Dangerous Assignment","Killed","Freelance","Télévision Togolaise","Broadcast Reporter,Columnist/Commentator","Sports","Television","Angola","Cabinda province",,,"Cabinda province","Cabinda province","Foreign","Political Group","Confirmed",,,,,,,,,,,,,,,
"2017","Confirmed","Stephan Villeneuve",,"France",,,"Male",,,"Journalist","Killed","Crossfire","Killed","Freelance","#5BisProduction","Camera Operator","War","Television,Internet","Iraq","Mosul",,,"Mosul",,"Foreign","Political Group","Confirmed","No",,,,,,,,,,,,,,
"2015","Confirmed","Stephane Charbonnier (Charb)",,"France",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/charb%252520000_Par7427869.jpg","AFP","Journalist",,"Murder","Killed","Staff","Charlie Hebdo","Editor","Culture,Human Rights,Politics","Print,Internet","France","Paris",,,"Paris",,"Local","Political Group","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2014","Confirmed","Steven Sotloff",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Steven-Sotloff200.jpg","Getty","Journalist",,"Murder","Killed","Freelance","Freelance","Internet Reporter,Print Reporter","Human Rights,Politics,War","Print,Internet","Syria","Unknown",,,"Unknown",,"Foreign","Political Group","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2005","Confirmed","Steven Vincent",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/steven_vincent_iraq_2005.jpg","","Journalist",,"Murder","Killed","Freelance","freelance","Print Reporter","Corruption,Crime,War","Print","Iraq","Basra",,,"Basra",,"Foreign","Criminal Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2007","Confirmed","Subash Chandraboas",,"Sri Lanka",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Nilam","Publisher/Owner","Culture,Sports","Print","Sri Lanka","an area near Vavuniya",,,"an area near Vavuniya",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2006","Confirmed","Subramaniyam Sugitharajah",,"Sri Lanka",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Sudar Oli","Print Reporter","Corruption,Politics","Print","Sri Lanka","Trincomalee",,,"Trincomalee",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
